Country,Customer ID,revenue,country_customer_rank
United Kingdom,12828.0,1018.71,2368
United Kingdom,16284.0,1018.48,2369
United Kingdom,12905.0,1018.42,2370
United Kingdom,16787.0,1017.53,2371
United Kingdom,15970.0,1017.3199999999999,2372
United Kingdom,13641.0,1016.47,2373
United Kingdom,13333.0,1015.74,2374
United Kingdom,14675.0,1015.58,2375
United Kingdom,16623.0,1015.24,2376
United Kingdom,13466.0,1013.35,2377
United Kingdom,15951.0,1013.1700000000001,2378
United Kingdom,16451.0,1013.15,2379
United Kingdom,17197.0,1013.01,2380
United Kingdom,17980.0,1012.72,2381
United Kingdom,14775.0,1011.9,2382
United Kingdom,13039.0,1010.73,2383
United Kingdom,16572.0,1009.6,2384
United Kingdom,13258.0,1009.43,2385
United Kingdom,16287.0,1006.98,2386
United Kingdom,13429.0,1006.8,2387
United Kingdom,15850.0,1006.75,2388
United Kingdom,13238.0,1006.63,2389
United Kingdom,15771.0,1006.54,2390
United Kingdom,13427.0,1006.53,2391
United Kingdom,13549.0,1005.8000000000001,2392
United Kingdom,13867.0,1005.09,2393
United Kingdom,14214.0,1004.38,2394
United Kingdom,18160.0,1003.88,2395
United Kingdom,16435.0,1003.07,2396
United Kingdom,13857.0,1001.01,2397
United Kingdom,14255.0,1000.63,2398
United Kingdom,15508.0,1000.27,2399
United Kingdom,18143.0,1000.16,2400
United Kingdom,13005.0,999.68,2401
United Kingdom,17205.0,999.35,2402
United Kingdom,17329.0,998.53,2403
United Kingdom,17631.0,998.49,2404
United Kingdom,13965.0,996.61,2405
United Kingdom,16699.0,994.6,2406
United Kingdom,13292.0,994.51,2407
United Kingdom,17237.0,994.13,2408
United Kingdom,15104.0,993.54,2409
United Kingdom,17299.0,993.23,2410
United Kingdom,14223.0,991.13,2411
United Kingdom,13559.0,990.0,2412
United Kingdom,13245.0,989.22,2413
United Kingdom,17883.0,988.42,2414
United Kingdom,15176.0,988.0400000000001,2415
United Kingdom,16130.0,987.48,2416
United Kingdom,18237.0,987.1,2417
United Kingdom,13439.0,986.61,2418
United Kingdom,12862.0,984.62,2419
United Kingdom,17144.0,984.57,2420
United Kingdom,15109.0,983.1,2421
United Kingdom,14510.0,979.85,2422
United Kingdom,14230.0,979.8000000000001,2423
United Kingdom,15025.0,979.79,2424
United Kingdom,17369.0,979.2,2425
United Kingdom,13350.0,979.12,2426
United Kingdom,14157.0,978.69,2427
United Kingdom,15132.0,977.9300000000001,2428
United Kingdom,14454.0,977.3000000000001,2429
United Kingdom,17123.0,977.1700000000001,2430
United Kingdom,17221.0,976.62,2431
United Kingdom,15247.0,976.06,2432
United Kingdom,15406.0,975.87,2433
United Kingdom,17456.0,975.5600000000001,2434
United Kingdom,12915.0,975.1,2435
United Kingdom,16376.0,974.96,2436
United Kingdom,15449.0,974.52,2437
United Kingdom,12994.0,974.42,2438
United Kingdom,17958.0,973.88,2439
United Kingdom,16009.0,972.11,2440
United Kingdom,16535.0,972.04,2441
United Kingdom,14350.0,972.03,2442
United Kingdom,17100.0,971.74,2443
United Kingdom,14953.0,971.32,2444
United Kingdom,15208.0,970.52,2445
United Kingdom,18006.0,969.51,2446
United Kingdom,13223.0,969.12,2447
United Kingdom,16254.0,967.44,2448
United Kingdom,13204.0,966.6600000000001,2449
United Kingdom,14138.0,965.88,2450
United Kingdom,17987.0,965.4399999999999,2451
United Kingdom,15084.0,965.1999999999999,2452
United Kingdom,16763.0,964.6999999999999,2453
United Kingdom,15028.0,962.94,2454
United Kingdom,15268.0,961.9000000000001,2455
United Kingdom,15156.0,961.49,2456
United Kingdom,16518.0,959.37,2457
United Kingdom,18192.0,957.97,2458
United Kingdom,17080.0,957.53,2459
United Kingdom,17172.0,956.57,2460
United Kingdom,16141.0,955.94,2461
United Kingdom,12990.0,955.5,2462
United Kingdom,14629.0,955.26,2463
United Kingdom,16947.0,955.21,2464
United Kingdom,15430.0,954.75,2465
United Kingdom,17298.0,954.26,2466
United Kingdom,15835.0,954.09,2467
United Kingdom,17189.0,953.63,2468
United Kingdom,17420.0,953.58,2469
United Kingdom,14615.0,951.76,2470
United Kingdom,17955.0,949.9,2471
United Kingdom,17081.0,949.39,2472
United Kingdom,13046.0,949.25,2473
United Kingdom,13636.0,949.12,2474
United Kingdom,15177.0,948.9300000000001,2475
United Kingdom,12822.0,948.88,2476
United Kingdom,17516.0,947.5,2477
United Kingdom,16136.0,946.8000000000001,2478
United Kingdom,14994.0,946.72,2479
United Kingdom,16861.0,946.59,2480
United Kingdom,17356.0,946.47,2481
United Kingdom,16146.0,946.38,2482
United Kingdom,18217.0,945.04,2483
United Kingdom,17544.0,944.82,2484
United Kingdom,13261.0,944.1,2485
United Kingdom,16203.0,943.84,2486
United Kingdom,16199.0,942.75,2487
United Kingdom,17604.0,942.38,2488
United Kingdom,15385.0,942.08,2489
United Kingdom,14958.0,941.99,2490
United Kingdom,14326.0,940.98,2491
United Kingdom,13416.0,940.8000000000001,2492
United Kingdom,13936.0,939.6600000000001,2493
United Kingdom,16109.0,939.48,2494
United Kingdom,17527.0,939.37,2495
United Kingdom,17020.0,935.62,2496
United Kingdom,14140.0,935.05,2497
United Kingdom,15792.0,933.84,2498
United Kingdom,15787.0,933.26,2499
United Kingdom,16661.0,932.76,2500
United Kingdom,18154.0,932.6,2501
United Kingdom,18133.0,931.5,2502
United Kingdom,13465.0,931.12,2503
United Kingdom,14924.0,931.01,2504
United Kingdom,15723.0,930.7,2505
United Kingdom,14338.0,928.1,2506
United Kingdom,13288.0,927.61,2507
United Kingdom,15243.0,927.28,2508
United Kingdom,17805.0,927.03,2509
United Kingdom,16975.0,926.12,2510
United Kingdom,13805.0,924.6,2511
United Kingdom,14128.0,924.21,2512
United Kingdom,18001.0,924.14,2513
United Kingdom,16643.0,923.11,2514
United Kingdom,17322.0,922.59,2515
United Kingdom,15654.0,922.53,2516
United Kingdom,13122.0,922.39,2517
United Kingdom,17472.0,922.35,2518
United Kingdom,16362.0,922.16,2519
United Kingdom,13934.0,922.1,2520
United Kingdom,14605.0,921.5600000000001,2521
United Kingdom,15576.0,921.37,2522
United Kingdom,15957.0,921.25,2523
United Kingdom,14272.0,920.8100000000001,2524
United Kingdom,17363.0,920.46,2525
United Kingdom,12998.0,920.08,2526
United Kingdom,13075.0,919.61,2527
United Kingdom,13872.0,919.57,2528
United Kingdom,16204.0,918.71,2529
United Kingdom,14342.0,918.44,2530
United Kingdom,14061.0,917.43,2531
United Kingdom,14015.0,917.34,2532
United Kingdom,15707.0,916.98,2533
United Kingdom,14423.0,916.61,2534
United Kingdom,14839.0,915.28,2535
United Kingdom,14141.0,915.13,2536
United Kingdom,16216.0,914.9300000000001,2537
United Kingdom,14549.0,913.6,2538
United Kingdom,15364.0,913.19,2539
United Kingdom,14359.0,912.1800000000001,2540
United Kingdom,15244.0,912.08,2541
United Kingdom,17812.0,911.99,2542
United Kingdom,16034.0,911.32,2543
United Kingdom,14289.0,911.26,2544
United Kingdom,14133.0,911.14,2545
United Kingdom,16138.0,910.35,2546
United Kingdom,13038.0,908.46,2547
United Kingdom,15097.0,908.3499999999999,2548
United Kingdom,17464.0,907.14,2549
United Kingdom,14714.0,906.24,2550
United Kingdom,14969.0,906.23,2551
United Kingdom,13573.0,904.52,2552
United Kingdom,17746.0,904.1800000000001,2553
United Kingdom,17176.0,902.3199999999999,2554
United Kingdom,17382.0,902.28,2555
United Kingdom,16916.0,902.02,2556
United Kingdom,13548.0,901.44,2557
United Kingdom,15511.0,900.53,2558
United Kingdom,12945.0,900.11,2559
United Kingdom,12940.0,899.69,2560
United Kingdom,16834.0,898.96,2561
United Kingdom,15710.0,898.87,2562
United Kingdom,15992.0,896.6,2563
United Kingdom,13996.0,895.76,2564
United Kingdom,16122.0,895.62,2565
United Kingdom,17226.0,895.47,2566
United Kingdom,15211.0,894.4100000000001,2567
United Kingdom,15066.0,893.59,2568
United Kingdom,17155.0,892.46,2569
United Kingdom,16784.0,892.33,2570
United Kingdom,16442.0,891.98,2571
United Kingdom,15393.0,891.34,2572
United Kingdom,16361.0,891.21,2573
United Kingdom,14065.0,891.02,2574
United Kingdom,15824.0,890.94,2575
United Kingdom,15525.0,890.22,2576
United Kingdom,17062.0,889.75,2577
United Kingdom,14813.0,888.91,2578
United Kingdom,17537.0,887.67,2579
United Kingdom,16900.0,887.11,2580
United Kingdom,15900.0,886.57,2581
United Kingdom,16228.0,885.71,2582
United Kingdom,16898.0,885.21,2583
United Kingdom,17704.0,885.19,2584
United Kingdom,17708.0,884.1800000000001,2585
United Kingdom,15907.0,882.72,2586
United Kingdom,18141.0,882.47,2587
United Kingdom,16387.0,882.46,2588
United Kingdom,17480.0,882.23,2589
United Kingdom,16385.0,881.35,2590
United Kingdom,17143.0,880.97,2591
United Kingdom,16677.0,880.62,2592
United Kingdom,13937.0,880.13,2593
United Kingdom,14551.0,878.09,2594
United Kingdom,14612.0,877.7,2595
United Kingdom,15653.0,877.44,2596
United Kingdom,14645.0,876.89,2597
United Kingdom,17864.0,876.57,2598
United Kingdom,13768.0,875.97,2599
United Kingdom,13166.0,875.93,2600
United Kingdom,14681.0,875.15,2601
United Kingdom,16513.0,874.59,2602
United Kingdom,16657.0,874.43,2603
United Kingdom,15469.0,874.25,2604
United Kingdom,14437.0,873.34,2605
United Kingdom,17361.0,871.7900000000001,2606
United Kingdom,15224.0,871.36,2607
United Kingdom,13200.0,870.09,2608
United Kingdom,17566.0,869.77,2609
United Kingdom,14753.0,869.51,2610
United Kingdom,16948.0,868.77,2611
United Kingdom,16357.0,868.37,2612
United Kingdom,17167.0,867.11,2613
United Kingdom,16567.0,865.6,2614
United Kingdom,13922.0,865.2,2615
United Kingdom,14600.0,865.17,2616
United Kingdom,16668.0,862.42,2617
United Kingdom,17358.0,861.01,2618
United Kingdom,13339.0,860.12,2619
United Kingdom,14372.0,860.08,2620
United Kingdom,13891.0,859.21,2621
United Kingdom,15870.0,857.46,2622
United Kingdom,15287.0,856.03,2623
United Kingdom,17161.0,856.01,2624
United Kingdom,15542.0,855.71,2625
United Kingdom,17064.0,855.45,2626
United Kingdom,12878.0,854.99,2627
United Kingdom,13945.0,854.1500000000001,2628
United Kingdom,14873.0,854.13,2629
United Kingdom,13991.0,852.88,2630
United Kingdom,14686.0,852.53,2631
United Kingdom,15266.0,852.21,2632
United Kingdom,16070.0,852.15,2633
United Kingdom,13479.0,851.37,2634
United Kingdom,16020.0,851.01,2635
United Kingdom,18108.0,848.8100000000001,2636
United Kingdom,15264.0,848.4,2637
United Kingdom,15784.0,848.33,2638
United Kingdom,14202.0,847.76,2639
United Kingdom,13221.0,847.41,2640
United Kingdom,13487.0,846.87,2641
United Kingdom,16877.0,846.62,2642
United Kingdom,13970.0,846.55,2643
United Kingdom,14803.0,845.5500000000001,2644
United Kingdom,16500.0,843.91,2645
United Kingdom,14922.0,843.74,2646
United Kingdom,16344.0,842.42,2647
United Kingdom,16846.0,842.41,2648
United Kingdom,17638.0,842.4000000000001,2649
United Kingdom,16810.0,842.0400000000001,2650
United Kingdom,14862.0,841.2,2651
United Kingdom,16798.0,841.16,2652
United Kingdom,12891.0,840.5,2653
United Kingdom,13169.0,840.08,2654
United Kingdom,14355.0,840.0500000000001,2655
United Kingdom,18247.0,839.73,2656
United Kingdom,15713.0,839.64,2657
United Kingdom,13940.0,839.14,2658
United Kingdom,17332.0,838.27,2659
United Kingdom,14037.0,836.95,2660
United Kingdom,15832.0,836.79,2661
United Kingdom,14929.0,836.69,2662
United Kingdom,13795.0,836.3,2663
United Kingdom,16747.0,836.0600000000001,2664
United Kingdom,13386.0,835.46,2665
United Kingdom,16737.0,835.2,2666
United Kingdom,15190.0,834.4399999999999,2667
United Kingdom,16863.0,834.27,2668
United Kingdom,16644.0,833.78,2669
United Kingdom,12903.0,833.5300000000001,2670
United Kingdom,13175.0,831.45,2671
United Kingdom,15766.0,831.0600000000001,2672
United Kingdom,15759.0,830.93,2673
United Kingdom,16924.0,829.89,2674
United Kingdom,14087.0,829.47,2675
United Kingdom,14851.0,829.41,2676
United Kingdom,12953.0,828.8100000000001,2677
United Kingdom,15617.0,828.5500000000001,2678
United Kingdom,17003.0,828.21,2679
United Kingdom,13681.0,827.83,2680
United Kingdom,17045.0,827.6800000000001,2681
United Kingdom,16494.0,826.53,2682
United Kingdom,17880.0,824.9200000000001,2683
United Kingdom,13513.0,824.59,2684
United Kingdom,15107.0,824.35,2685
United Kingdom,14260.0,824.28,2686
United Kingdom,16264.0,823.53,2687
United Kingdom,15137.0,823.4,2688
United Kingdom,14508.0,822.92,2689
United Kingdom,15847.0,822.57,2690
United Kingdom,16164.0,822.48,2691
United Kingdom,16680.0,821.45,2692
United Kingdom,16246.0,821.35,2693
United Kingdom,13893.0,821.1,2694
United Kingdom,15314.0,820.45,2695
United Kingdom,16135.0,819.45,2696
United Kingdom,17683.0,819.01,2697
United Kingdom,16048.0,818.7900000000001,2698
United Kingdom,13612.0,818.29,2699
United Kingdom,15483.0,817.82,2700
United Kingdom,14890.0,817.25,2701
United Kingdom,16869.0,817.12,2702
United Kingdom,15180.0,816.9300000000001,2703
United Kingdom,14872.0,816.6,2704
United Kingdom,13514.0,815.9000000000001,2705
United Kingdom,15399.0,815.77,2706
United Kingdom,14556.0,815.69,2707
United Kingdom,14624.0,814.07,2708
United Kingdom,17869.0,813.64,2709
United Kingdom,16621.0,813.48,2710
United Kingdom,17194.0,812.5,2711
United Kingdom,16460.0,811.23,2712
United Kingdom,16624.0,810.5699999999999,2713
United Kingdom,13045.0,808.9200000000001,2714
United Kingdom,15533.0,807.5699999999999,2715
United Kingdom,17495.0,806.72,2716
United Kingdom,13637.0,804.3,2717
United Kingdom,18248.0,804.02,2718
United Kingdom,16469.0,803.9,2719
United Kingdom,15644.0,803.54,2720
United Kingdom,18265.0,801.51,2721
United Kingdom,16127.0,801.3100000000001,2722
United Kingdom,17114.0,801.12,2723
United Kingdom,17023.0,800.1800000000001,2724
United Kingdom,13720.0,799.9,2725
United Kingdom,13041.0,799.13,2726
United Kingdom,17251.0,798.98,2727
United Kingdom,16438.0,798.35,2728
United Kingdom,15309.0,797.96,2729
United Kingdom,13389.0,797.96,2729
United Kingdom,17281.0,797.85,2731
United Kingdom,15637.0,797.59,2732
United Kingdom,16155.0,796.9,2733
United Kingdom,15304.0,796.4,2734
United Kingdom,15396.0,796.38,2735
United Kingdom,16952.0,795.83,2736
United Kingdom,18084.0,795.23,2737
United Kingdom,13336.0,795.12,2738
United Kingdom,15831.0,794.64,2739
United Kingdom,16961.0,794.56,2740
United Kingdom,17212.0,794.41,2741
United Kingdom,13296.0,792.51,2742
United Kingdom,14022.0,792.15,2743
United Kingdom,14976.0,790.86,2744
United Kingdom,13484.0,790.72,2745
United Kingdom,13544.0,790.2,2746
United Kingdom,14656.0,790.0,2747
United Kingdom,13016.0,789.89,2748
United Kingdom,16759.0,789.79,2749
United Kingdom,16472.0,789.6,2750
United Kingdom,15448.0,788.81,2751
United Kingdom,17952.0,788.46,2752
United Kingdom,14557.0,788.38,2753
United Kingdom,17817.0,788.15,2754
United Kingdom,14513.0,788.01,2755
United Kingdom,13323.0,787.85,2756
United Kingdom,16468.0,787.52,2757
United Kingdom,13212.0,786.83,2758
United Kingdom,14463.0,786.5699999999999,2759
United Kingdom,16739.0,786.4300000000001,2760
United Kingdom,13770.0,785.37,2761
United Kingdom,13541.0,785.25,2762
United Kingdom,15646.0,784.8100000000001,2763
United Kingdom,15806.0,784.58,2764
United Kingdom,13595.0,784.48,2765
United Kingdom,13415.0,784.17,2766
United Kingdom,15714.0,783.96,2767
United Kingdom,16836.0,782.37,2768
United Kingdom,15952.0,781.91,2769
United Kingdom,17255.0,781.7,2770
United Kingdom,13453.0,781.69,2771
United Kingdom,13287.0,781.59,2772
United Kingdom,15679.0,781.28,2773
United Kingdom,15239.0,780.59,2774
United Kingdom,13502.0,780.5,2775
United Kingdom,15246.0,780.4,2776
United Kingdom,18228.0,779.9,2777
United Kingdom,13781.0,778.83,2778
United Kingdom,14815.0,778.5,2779
United Kingdom,16958.0,778.49,2780
United Kingdom,14690.0,777.6800000000001,2781
United Kingdom,16505.0,777.6,2782
United Kingdom,13563.0,777.53,2783
United Kingdom,13745.0,777.36,2784
United Kingdom,15837.0,777.01,2785
United Kingdom,15794.0,777.0,2786
United Kingdom,15618.0,776.851,2787
United Kingdom,14997.0,776.6,2788
United Kingdom,15092.0,776.46,2789
United Kingdom,15743.0,775.96,2790
United Kingdom,13314.0,775.94,2791
United Kingdom,13341.0,775.85,2792
United Kingdom,17482.0,775.64,2793
United Kingdom,15921.0,775.26,2794
United Kingdom,15414.0,774.9000000000001,2795
United Kingdom,15773.0,774.52,2796
United Kingdom,18058.0,774.06,2797
United Kingdom,18112.0,773.36,2798
United Kingdom,16565.0,773.05,2799
United Kingdom,15075.0,773.03,2800
United Kingdom,17349.0,772.41,2801
United Kingdom,12923.0,770.42,2802
United Kingdom,17801.0,770.03,2803
United Kingdom,14838.0,769.9200000000001,2804
United Kingdom,12965.0,769.8100000000001,2805
United Kingdom,16480.0,769.29,2806
United Kingdom,16978.0,768.88,2807
United Kingdom,13980.0,768.82,2808
United Kingdom,13356.0,768.24,2809
United Kingdom,15331.0,767.91,2810
United Kingdom,13712.0,766.42,2811
United Kingdom,12991.0,764.82,2812
United Kingdom,14413.0,764.52,2813
United Kingdom,13699.0,764.1500000000001,2814
United Kingdom,16602.0,763.33,2815
United Kingdom,17466.0,763.28,2816
United Kingdom,15428.0,762.75,2817
United Kingdom,16806.0,762.16,2818
United Kingdom,13598.0,761.96,2819
United Kingdom,14883.0,761.59,2820
United Kingdom,17425.0,759.17,2821
United Kingdom,18246.0,758.8199999999999,2822
United Kingdom,16720.0,758.74,2823
United Kingdom,15908.0,758.62,2824
United Kingdom,15568.0,758.29,2825
United Kingdom,15006.0,757.78,2826
United Kingdom,13034.0,756.82,2827
United Kingdom,16392.0,756.7,2828
United Kingdom,14176.0,756.46,2829
United Kingdom,16411.0,756.39,2830
United Kingdom,16262.0,755.15,2831
United Kingdom,13370.0,754.87,2832
United Kingdom,16892.0,754.75,2833
United Kingdom,18104.0,754.64,2834
United Kingdom,18034.0,754.2,2835
United Kingdom,14234.0,754.12,2836
United Kingdom,14247.0,753.56,2837
United Kingdom,17579.0,753.28,2838
United Kingdom,14998.0,753.18,2839
United Kingdom,13730.0,752.6,2840
United Kingdom,13030.0,752.44,2841
United Kingdom,13070.0,751.7,2842
United Kingdom,14923.0,749.1,2843
United Kingdom,16972.0,749.0,2844
United Kingdom,14048.0,748.69,2845
United Kingdom,15656.0,748.5,2846
United Kingdom,13108.0,748.46,2847
United Kingdom,17387.0,746.81,2848
United Kingdom,14942.0,746.56,2849
United Kingdom,17889.0,746.42,2850
United Kingdom,17760.0,746.39,2851
United Kingdom,14050.0,746.36,2852
United Kingdom,16465.0,746.24,2853
United Kingdom,18190.0,745.62,2854
United Kingdom,14228.0,745.5,2855
United Kingdom,13950.0,745.0600000000001,2856
United Kingdom,13236.0,744.85,2857
United Kingdom,12871.0,744.02,2858
United Kingdom,14104.0,743.53,2859
United Kingdom,13354.0,743.53,2859
United Kingdom,17038.0,743.17,2861
United Kingdom,16730.0,743.11,2862
United Kingdom,15420.0,743.0,2863
United Kingdom,14302.0,742.9000000000001,2864
United Kingdom,18275.0,741.85,2865
United Kingdom,13721.0,741.54,2866
United Kingdom,13713.0,740.76,2867
United Kingdom,15720.0,739.22,2868
United Kingdom,15988.0,738.89,2869
United Kingdom,15070.0,737.0500000000001,2870
United Kingdom,15462.0,737.05,2871
United Kingdom,16075.0,736.9300000000001,2872
United Kingdom,17461.0,735.82,2873
United Kingdom,15045.0,735.66,2874
United Kingdom,13286.0,734.91,2875
United Kingdom,15938.0,734.8100000000001,2876
United Kingdom,17616.0,734.4,2877
United Kingdom,17979.0,732.41,2878
United Kingdom,13780.0,732.07,2879
United Kingdom,13575.0,732.07,2879
United Kingdom,17548.0,731.26,2881
United Kingdom,17681.0,731.2,2882
United Kingdom,14778.0,730.86,2883
United Kingdom,13921.0,730.7,2884
United Kingdom,13452.0,729.8,2885
United Kingdom,12925.0,729.33,2886
United Kingdom,15872.0,729.25,2887
United Kingdom,18163.0,728.84,2888
United Kingdom,17756.0,728.75,2889
United Kingdom,17547.0,727.85,2890
United Kingdom,17141.0,727.58,2891
United Kingdom,17374.0,727.11,2892
United Kingdom,16447.0,727.1,2893
United Kingdom,13569.0,726.54,2894
United Kingdom,18078.0,725.53,2895
United Kingdom,18187.0,724.89,2896
United Kingdom,13729.0,724.73,2897
United Kingdom,14798.0,724.31,2898
United Kingdom,12745.0,723.85,2899
United Kingdom,15368.0,722.74,2900
United Kingdom,13264.0,722.5600000000001,2901
United Kingdom,17615.0,721.8000000000001,2902
United Kingdom,13441.0,720.9,2903
United Kingdom,16023.0,719.81,2904
United Kingdom,13537.0,717.85,2905
United Kingdom,13604.0,717.62,2906
United Kingdom,16269.0,717.57,2907
United Kingdom,17860.0,717.39,2908
United Kingdom,16526.0,717.21,2909
United Kingdom,15274.0,716.57,2910
United Kingdom,15330.0,714.96,2911
United Kingdom,13512.0,713.39,2912
United Kingdom,14026.0,713.11,2913
United Kingdom,13147.0,712.8,2914
United Kingdom,17761.0,712.78,2915
United Kingdom,14470.0,712.04,2916
United Kingdom,15127.0,711.5,2917
United Kingdom,13103.0,709.64,2918
United Kingdom,13057.0,709.59,2919
United Kingdom,13927.0,708.26,2920
United Kingdom,14398.0,707.79,2921
United Kingdom,16449.0,707.69,2922
United Kingdom,13626.0,707.04,2923
United Kingdom,16309.0,706.57,2924
United Kingdom,17051.0,706.49,2925
United Kingdom,12890.0,706.02,2926
United Kingdom,16364.0,705.79,2927
United Kingdom,16882.0,705.12,2928
United Kingdom,16015.0,704.55,2929
United Kingdom,12883.0,703.47,2930
United Kingdom,15103.0,703.36,2931
United Kingdom,17561.0,703.02,2932
United Kingdom,14699.0,702.6,2933
United Kingdom,16997.0,702.0,2934
United Kingdom,17825.0,701.96,2935
United Kingdom,14324.0,701.61,2936
United Kingdom,14179.0,701.57,2937
United Kingdom,14356.0,701.23,2938
United Kingdom,13833.0,700.41,2939
United Kingdom,17163.0,699.78,2940
United Kingdom,13242.0,699.4,2941
United Kingdom,16018.0,698.13,2942
United Kingdom,14497.0,697.0600000000001,2943
United Kingdom,16415.0,696.76,2944
United Kingdom,15700.0,696.68,2945
United Kingdom,14959.0,695.42,2946
United Kingdom,13101.0,695.4,2947
United Kingdom,15995.0,694.54,2948
United Kingdom,15053.0,693.95,2949
United Kingdom,14111.0,692.85,2950
United Kingdom,17198.0,692.22,2951
United Kingdom,17733.0,692.19,2952
United Kingdom,16658.0,690.83,2953
United Kingdom,14880.0,690.59,2954
United Kingdom,16545.0,689.82,2955
United Kingdom,17834.0,689.67,2956
United Kingdom,17502.0,689.1,2957
United Kingdom,15361.0,689.07,2958
United Kingdom,18017.0,688.0,2959
United Kingdom,15901.0,687.72,2960
United Kingdom,14809.0,686.76,2961
United Kingdom,13898.0,686.4,2962
United Kingdom,16824.0,686.24,2963
United Kingdom,17935.0,686.14,2964
United Kingdom,15257.0,685.9,2965
United Kingdom,15219.0,685.45,2966
United Kingdom,15184.0,685.39,2967
United Kingdom,16885.0,684.6,2968
United Kingdom,13585.0,684.54,2969
United Kingdom,15669.0,684.34,2970
United Kingdom,15207.0,683.92,2971
United Kingdom,17874.0,683.46,2972
United Kingdom,14222.0,683.17,2973
United Kingdom,15582.0,682.9100000000001,2974
United Kingdom,13987.0,682.54,2975
United Kingdom,18271.0,680.85,2976
United Kingdom,18082.0,680.84,2977
United Kingdom,15973.0,680.62,2978
United Kingdom,13524.0,680.1800000000001,2979
United Kingdom,14151.0,679.45,2980
United Kingdom,13430.0,679.45,2980
United Kingdom,17782.0,679.02,2982
United Kingdom,16646.0,678.8,2983
United Kingdom,14182.0,678.77,2984
United Kingdom,13255.0,678.76,2985
United Kingdom,13925.0,678.25,2986
United Kingdom,15363.0,678.11,2987
United Kingdom,13974.0,677.72,2988
United Kingdom,16601.0,677.0,2989
United Kingdom,13040.0,676.99,2990
United Kingdom,17462.0,675.69,2991
United Kingdom,18156.0,675.64,2992
United Kingdom,12942.0,675.6,2993
United Kingdom,13325.0,675.3,2994
United Kingdom,13355.0,674.7,2995
United Kingdom,13951.0,674.45,2996
United Kingdom,14504.0,673.26,2997
United Kingdom,16648.0,672.8,2998
United Kingdom,16226.0,672.17,2999
United Kingdom,17011.0,671.7,3000
United Kingdom,15562.0,671.4300000000001,3001
United Kingdom,14142.0,671.34,3002
United Kingdom,17709.0,671.01,3003
United Kingdom,13398.0,670.34,3004
United Kingdom,17418.0,670.0600000000001,3005
United Kingdom,13741.0,668.4300000000001,3006
United Kingdom,16268.0,667.65,3007
United Kingdom,17962.0,666.96,3008
United Kingdom,18123.0,666.64,3009
United Kingdom,13217.0,666.48,3010
United Kingdom,17105.0,665.78,3011
United Kingdom,16132.0,664.1999999999999,3012
United Kingdom,16704.0,664.16,3013
United Kingdom,13596.0,664.11,3014
United Kingdom,15643.0,664.0,3015
United Kingdom,14720.0,663.8100000000001,3016
United Kingdom,16573.0,663.61,3017
United Kingdom,16679.0,663.3100000000001,3018
United Kingdom,12837.0,662.66,3019
United Kingdom,13864.0,662.4000000000001,3020
United Kingdom,16862.0,662.33,3021
United Kingdom,14425.0,661.39,3022
United Kingdom,13028.0,661.3199999999999,3023
United Kingdom,17375.0,660.55,3024
United Kingdom,14603.0,660.0,3025
United Kingdom,15405.0,659.84,3026
United Kingdom,15492.0,659.46,3027
United Kingdom,13759.0,659.41,3028
United Kingdom,14452.0,658.95,3029
United Kingdom,13622.0,658.95,3029
United Kingdom,14150.0,658.64,3031
United Kingdom,13433.0,658.32,3032
United Kingdom,16887.0,658.17,3033
United Kingdom,15715.0,658.02,3034
United Kingdom,16696.0,657.9,3035
United Kingdom,17852.0,657.8100000000001,3036
United Kingdom,17459.0,657.3,3037
United Kingdom,16157.0,656.69,3038
United Kingdom,16708.0,656.63,3039
United Kingdom,14558.0,655.5,3040
United Kingdom,17371.0,655.37,3041
United Kingdom,16117.0,654.4,3042
United Kingdom,17398.0,653.38,3043
United Kingdom,13496.0,653.33,3044
United Kingdom,18121.0,653.3000000000001,3045
United Kingdom,15205.0,653.24,3046
United Kingdom,13820.0,652.75,3047
United Kingdom,17523.0,652.74,3048
United Kingdom,17572.0,652.21,3049
United Kingdom,13840.0,651.4,3050
United Kingdom,16056.0,650.75,3051
United Kingdom,16969.0,650.41,3052
United Kingdom,17779.0,650.32,3053
United Kingdom,14034.0,648.89,3054
United Kingdom,12844.0,648.6,3055
United Kingdom,16495.0,648.26,3056
United Kingdom,17777.0,647.5600000000001,3057
United Kingdom,16734.0,646.76,3058
United Kingdom,13474.0,646.59,3059
United Kingdom,15945.0,646.27,3060
United Kingdom,15012.0,646.26,3061
United Kingdom,14024.0,645.74,3062
United Kingdom,17380.0,645.0,3063
United Kingdom,16185.0,644.72,3064
United Kingdom,17312.0,644.3000000000001,3065
United Kingdom,17963.0,643.16,3066
United Kingdom,13237.0,643.0,3067
United Kingdom,15297.0,641.94,3068
United Kingdom,14537.0,641.4,3069
United Kingdom,13318.0,640.76,3070
United Kingdom,14563.0,640.54,3071
United Kingdom,12880.0,640.13,3072
United Kingdom,15183.0,639.93,3073
United Kingdom,15648.0,639.5,3074
United Kingdom,17998.0,639.24,3075
United Kingdom,16428.0,638.49,3076
United Kingdom,17691.0,637.55,3077
United Kingdom,14664.0,636.24,3078
United Kingdom,15829.0,636.14,3079
United Kingdom,16534.0,635.9,3080
United Kingdom,17334.0,635.15,3081
United Kingdom,14365.0,634.68,3082
United Kingdom,14219.0,633.83,3083
